chrom,start,end,coverage
chr1,155542500,155543000,27.5
chr1,155543000,155543500,28.6
chr1,155543500,155544000,30.1
chr1,155544000,155544500,27.5
chr1,155544500,155545000,32.3
chr1,155545000,155545500,28.4
chr1,155545500,155546000,32.1
chr1,155546000,155546500,27.1
chr1,155546500,155547000,27.3
chr1,155547000,155547500,32.4
chr1,155547500,155548000,30.9
chr1,155548000,155548500,29.5
chr1,155548500,155549000,28.5
chr1,155549000,155549500,33
chr1,155549500,155550000,31.7
chr1,155550000,155550500,32.8
chr1,155550500,155551000,32.8
chr1,155551000,155551500,30.5
chr1,155551500,155552000,32.4
chr1,155552000,155552500,31.5
chr1,155552500,155553000,31.7
chr1,155553000,155553500,31.7
chr1,155553500,155554000,27.3
chr1,155554000,155554500,30
chr1,155554500,155555000,28.6
chr1,155555000,155555500,30.7
chr1,155555500,155556000,27.5
chr1,155556000,155556500,30.4
chr1,155556500,155557000,28.7
chr1,155557000,155557500,32.7
chr1,155557500,155558000,27.9
chr1,155558000,155558500,30.4
chr1,155558500,155559000,30.7
chr1,155559000,155559500,31.3
chr1,155559500,155560000,32.6
chr1,155560000,155560500,32.4
chr1,155560500,155561000,28.9
chr1,155561000,155561500,29.8
chr1,155561500,155562000,29.3
chr1,155562000,155562500,30.7
chr1,155562500,155563000,30.5
chr1,155563000,155563500,32.8
chr1,155563500,155564000,31.8
chr1,155564000,155564500,29.5
chr1,155564500,155565000,28.1
chr1,155565000,155565500,29.4
chr1,155565500,155566000,30.8
chr1,155566000,155566500,27.3
chr1,155566500,155567000,31.6
chr1,155567000,155567500,28.3
chr1,155567500,155568000,32.8
chr1,155568000,155568500,32.7
chr1,155568500,155569000,30.8
chr1,155569000,155569500,27.4
chr1,155569500,155570000,31.9
chr1,155570000,155570500,32.6
chr1,155570500,155571000,27.6
chr1,155571000,155571500,30.2
chr1,155571500,155572000,30.9
chr1,155572000,155572500,30.5
chr1,155572500,155573000,29.2
chr1,155573000,155573500,29.8
chr1,155573500,155574000,30
chr1,155574000,155574500,27.7
chr1,155574500,155575000,27.2
chr1,155575000,155575500,28.3
chr1,155575500,155576000,32.8
chr1,155576000,155576500,28.1
chr1,155576500,155577000,30.8
chr1,155577000,155577500,30.1
chr1,155577500,155578000,31
chr1,155578000,155578500,30.7
chr1,155578500,155579000,29.9
chr1,155579000,155579500,31.3
chr1,155579500,155580000,31
chr1,155580000,155580500,27.4
chr1,155580500,155581000,30.9
chr1,155581000,155581500,31
chr1,155581500,155582000,29.7
chr1,155582000,155582500,29.5
chr1,155582500,155583000,32.5
chr1,155583000,155583500,30.8
chr1,155583500,155584000,29.6
chr1,155584000,155584500,31
chr1,155584500,155585000,27.3
chr1,155585000,155585500,28.2
chr1,155585500,155586000,29.2
chr1,155586000,155586500,31.9
chr1,155586500,155587000,29.8
chr1,155587000,155587500,27.2
chr1,155587500,155588000,30.6
chr1,155588000,155588500,27.1
chr1,155588500,155589000,30.3
chr1,155589000,155589500,32.5
chr1,155589500,155590000,32.1
chr1,155590000,155590500,29.9
chr1,155590500,155591000,28.4
chr1,155591000,155591500,28.9
chr1,155591500,155592000,32.1
chr1,155592000,155592500,31
chr1,155592500,155593000,30.2
chr1,155593000,155593500,30.1
chr1,155593500,155594000,29.4
chr1,155594000,155594500,30.9
chr1,155594500,155595000,31.5
chr1,155595000,155595500,30.5
chr1,155595500,155596000,30.3
chr1,155596000,155596500,29.8
chr1,155596500,155597000,27.5
chr1,155597000,155597500,32.5
chr1,155597500,155598000,29.1
chr1,155598000,155598500,28.3
chr1,155598500,155599000,32.7
chr1,155599000,155599500,30.4
chr1,155599500,155600000,28.2
chr1,155600000,155600500,29.2
chr1,155600500,155601000,31.7
chr1,155601000,155601500,30.3
chr1,155601500,155602000,30.4
chr1,155602000,155602500,29
chr1,155602500,155603000,30.1
chr1,155603000,155603500,32
chr1,155603500,155604000,30.7
chr1,155604000,155604500,31.7
chr1,155604500,155605000,29.6
chr1,155605000,155605500,30.5
chr1,155605500,155606000,31.7
chr1,155606000,155606500,28.6
chr1,155606500,155607000,28.7
chr1,155607000,155607500,27.7
chr1,155607500,155608000,29.2
chr1,155608000,155608500,32.4
chr1,155608500,155609000,30
chr1,155609000,155609500,28.4
chr1,155609500,155610000,27
chr1,155610000,155610500,32.6
chr1,155610500,155611000,29
chr1,155611000,155611500,27.2
chr1,155611500,155612000,32.1
chr1,155612000,155612500,30.8
chr1,155612500,155613000,31.9
chr1,155613000,155613500,32.5
chr1,155613500,155614000,29.6
chr1,155614000,155614500,27.7
chr1,155614500,155615000,30.3
chr1,155615000,155615500,32.4
chr1,155615500,155616000,30.5
chr1,155616000,155616500,31.2
chr1,155616500,155617000,29.5
chr1,155617000,155617500,28.1
chr1,155617500,155618000,32.1
chr1,155618000,155618500,29.7
chr1,155618500,155619000,30.8
chr1,155619000,155619500,31
chr1,155619500,155620000,28.5
chr1,155620000,155620500,27.6
chr1,155620500,155621000,27.6
chr1,155621000,155621500,28.4
chr1,155621500,155622000,32
chr1,155622000,155622500,29.3
chr1,155622500,155623000,32.2
chr1,155623000,155623500,27.2
chr1,155623500,155624000,32.6
chr1,155624000,155624500,29.6
chr1,155624500,155625000,29.4
chr1,155625000,155625500,27
chr1,155625500,155626000,30.1
chr1,155626000,155626500,27.5
chr1,155626500,155627000,29.2
chr1,155627000,155627500,27.4
chr1,155627500,155628000,27.8
chr1,155628000,155628500,30.5
chr1,155628500,155629000,32.8
chr1,155629000,155629500,31.4
chr1,155629500,155630000,28.7
chr1,155630000,155630500,31
chr1,155630500,155631000,27.5
chr1,155631000,155631500,30.3
chr1,155631500,155632000,32.1
chr1,155632000,155632500,28.7
chr1,155632500,155633000,31.7
chr1,155633000,155633500,31.1
chr1,155633500,155634000,27.4
chr1,155634000,155634500,29.9
chr1,155634500,155635000,28.3
chr1,155635000,155635500,28.4
chr1,155635500,155636000,28.3
chr1,155636000,155636500,29.2
chr1,155636500,155637000,30.7
chr1,155637000,155637500,32.6
chr1,155637500,155638000,28.7
chr1,155638000,155638500,32.8
chr1,155638500,155639000,32.7
chr1,155639000,155639500,32.4
chr1,155639500,155640000,29.6
chr1,155640000,155640500,28.7
chr1,155640500,155641000,31.5
chr1,155641000,155641500,29.7
chr1,155641500,155642000,30.2
chr1,155642000,155642500,32.3
chr1,155642500,155643000,30.1
chr1,155643000,155643500,31.7
chr1,155643500,155644000,29.2
chr1,155644000,155644500,28
chr1,155644500,155645000,27.7
chr1,155645000,155645500,29.6
chr1,155645500,155646000,31.3
chr1,155646000,155646500,28.8
chr1,155646500,155647000,31.3
chr1,155647000,155647500,32.3
chr1,155647500,155648000,27.3
chr1,155648000,155648500,30.6
chr1,155648500,155649000,29.8
chr1,155649000,155649500,31.9
chr1,155649500,155650000,32.2
chr1,155650000,155650500,30.3
chr1,155650500,155651000,27.5
chr1,155651000,155651500,29.4
chr1,155651500,155652000,28.2
chr1,155652000,155652500,29.7
chr1,155652500,155653000,30.9
chr1,155653000,155653500,32.8
chr1,155653500,155654000,30.5
chr1,155654000,155654500,29.2
chr1,155654500,155655000,28.8
chr1,155655000,155655500,29.9
chr1,155655500,155656000,29.4
chr1,155656000,155656500,32.8
chr1,155656500,155657000,31.8
chr1,155657000,155657500,29.4
chr1,155657500,155658000,29.6
chr1,155658000,155658500,28.1
chr1,155658500,155659000,29.7
chr1,155659000,155659500,28
chr1,155659500,155660000,32.2
chr1,155660000,155660500,32.6
chr1,155660500,155661000,27.5
chr1,155661000,155661500,30.4
chr1,155661500,155662000,32.4
chr1,155662000,155662500,32.5
chr1,155662500,155663000,28.7
chr1,155663000,155663500,32.5
chr1,155663500,155664000,31.9
chr1,155664000,155664500,31.1
chr1,155664500,155665000,29
chr1,155665000,155665500,27.6
chr1,155665500,155666000,28.7
chr1,155666000,155666500,32.8
chr1,155666500,155667000,28.4
chr1,155667000,155667500,27.5
chr1,155667500,155668000,30.2
chr1,155668000,155668500,27.9
chr1,155668500,155669000,28.9
chr1,155669000,155669500,32.4
chr1,155669500,155670000,30.1
chr1,155670000,155670500,31.9
chr1,155670500,155671000,29.1
chr1,155671000,155671500,27.2
chr1,155671500,155672000,30.1
chr1,155672000,155672500,28.5
chr1,155672500,155673000,32.8
chr1,155673000,155673500,32.7
chr1,155673500,155674000,31.5
chr1,155674000,155674500,30.2
chr1,155674500,155675000,27.5
chr1,155675000,155675500,27.3
chr1,155675500,155676000,27.4
chr1,155676000,155676500,27.5
chr1,155676500,155677000,27.7
chr1,155677000,155677500,29.5
chr1,155677500,155678000,31.6
chr1,155678000,155678500,27.8
chr1,155678500,155679000,31
chr1,155679000,155679500,27.1
chr1,155679500,155680000,30.7
chr1,155680000,155680500,32.5
chr1,155680500,155681000,31.8
chr1,155681000,155681500,30.8
chr1,155681500,155682000,27
chr1,155682000,155682500,28.5
chr1,155682500,155683000,29.5
chr1,155683000,155683500,32.7
chr1,155683500,155684000,31.2
chr1,155684000,155684500,31.5
chr1,155684500,155685000,28.7
chr1,155685000,155685500,28.9
chr1,155685500,155686000,27.3
chr1,155686000,155686500,30.2
chr1,155686500,155687000,30.6
chr1,155687000,155687500,28.7
chr1,155687500,155688000,32.5
chr1,155688000,155688500,28.1
chr1,155688500,155689000,28.6
chr1,155689000,155689500,30
chr1,155689500,155690000,29.8
chr1,155690000,155690500,31.1
chr1,155690500,155691000,27.6
chr1,155691000,155691500,27.9
chr1,155691500,155692000,30.4
chr1,155692000,155692500,30.2
chr1,155692500,155693000,30.9
chr1,155693000,155693500,27.5
chr1,155693500,155694000,32.5
chr1,155694000,155694500,31.8
chr1,155694500,155695000,28.9
chr1,155695000,155695500,30.8
chr1,155695500,155696000,27
chr1,155696000,155696500,30.1
chr1,155696500,155697000,28.4
chr1,155697000,155697500,32.3
chr1,155697500,155698000,27
chr1,155698000,155698500,30.8
chr1,155698500,155699000,32.8
chr1,155699000,155699500,28.6
chr1,155699500,155700000,29.6
chr1,155700000,155700500,30.7
chr1,155700500,155701000,27.4
chr1,155701000,155701500,32.6
chr1,155701500,155702000,28.5
chr1,155702000,155702500,31.3
chr1,155702500,155703000,30.9
chr1,155703000,155703500,31.9
chr1,155703500,155704000,32.7
chr1,155704000,155704500,28.1
chr1,155704500,155705000,29.5
chr1,155705000,155705500,30.1
chr1,155705500,155706000,31.3
chr1,155706000,155706500,28.8
chr1,155706500,155707000,31.6
chr1,155707000,155707500,30.7
chr1,155707500,155708000,31.5
chr1,155708000,155708500,29.9
chr1,155708500,155709000,28.3
chr1,155709000,155709500,29.7
chr1,155709500,155710000,27.2
chr1,155710000,155710500,32.2
chr1,155710500,155711000,32.5
chr1,155711000,155711500,31
chr1,155711500,155712000,28.5
chr1,155712000,155712500,32
chr1,155712500,155713000,28
chr1,155713000,155713500,28.1
chr1,155713500,155714000,30.3
chr1,155714000,155714500,32.4
chr1,155714500,155715000,31.6
chr1,155715000,155715500,32
chr1,155715500,155716000,29.4
chr1,155716000,155716500,31.7
chr1,155716500,155717000,28.1
chr1,155717000,155717500,27.3
chr1,155717500,155718000,27.3
chr1,155718000,155718500,27.2
chr1,155718500,155719000,31.7
chr1,155719000,155719500,27.9
chr1,155719500,155720000,30.3
chr1,155720000,155720500,28
chr1,155720500,155721000,27.1
chr1,155721000,155721500,27.2
chr1,155721500,155722000,31.4
chr1,155722000,155722500,32
chr1,155722500,155723000,28.3
chr1,155723000,155723500,32.4
chr1,155723500,155724000,31.7
chr1,155724000,155724500,27.3
chr1,155724500,155725000,31.7
chr1,155725000,155725500,27.9
chr1,155725500,155726000,27.1
chr1,155726000,155726500,30.8
chr1,155726500,155727000,27.1
chr1,155727000,155727500,30.9
chr1,155727500,155728000,29.1
chr1,155728000,155728500,27.3
chr1,155728500,155729000,32.7
chr1,155729000,155729500,27.2
chr1,155729500,155730000,29.9
chr1,155730000,155730500,28.1
chr1,155730500,155731000,27.2
chr1,155731000,155731500,32.6
chr1,155731500,155732000,32.2
chr1,155732000,155732500,31.1
chr1,155732500,155733000,30.2
chr1,155733000,155733500,29.5
chr1,155733500,155734000,29.6
chr1,155734000,155734500,29.6
chr1,155734500,155735000,30.4
chr1,155735000,155735500,27.1
chr1,155735500,155736000,28.1
chr1,155736000,155736500,29.8
chr1,155736500,155737000,29.1
chr1,155737000,155737500,27.7
chr1,155737500,155738000,28.3
chr1,155738000,155738500,29.3
chr1,155738500,155739000,29.9
chr1,155739000,155739500,28.1
chr1,155739500,155740000,29.9
chr1,155740000,155740500,30.8
chr1,155740500,155741000,27.8
chr1,155741000,155741500,32.1
chr1,155741500,155742000,27.3
chr1,155742000,155742500,32
chr1,155742500,155743000,32.9
chr1,155743000,155743500,28.5
chr1,155743500,155744000,32
chr1,155744000,155744500,28.8
chr1,155744500,155745000,31.7
chr1,155745000,155745500,27.8
chr1,155745500,155746000,27.2
chr1,155746000,155746500,31.6
chr1,155746500,155747000,32.6
chr1,155747000,155747500,30.3
chr1,155747500,155748000,32.4
chr1,155748000,155748500,32
chr1,155748500,155749000,29.6
chr1,155749000,155749500,28.2
chr1,155749500,155750000,27.9
chr1,155750000,155750500,32.6
chr1,155750500,155751000,32.1
chr1,155751000,155751500,31.4
chr1,155751500,155752000,27.5
chr1,155752000,155752500,32.9
chr1,155752500,155753000,29.3
chr1,155753000,155753500,28.6
chr1,155753500,155754000,33
chr1,155754000,155754500,32.8
chr1,155754500,155755000,31.4
chr1,155755000,155755500,32.8
chr1,155755500,155756000,31.5
chr1,155756000,155756500,31.2
chr1,155756500,155757000,29
chr1,155757000,155757500,28.8
chr1,155757500,155758000,32.7
chr1,155758000,155758500,27.7
chr1,155758500,155759000,30.3
chr1,155759000,155759500,28
chr1,155759500,155760000,29.8
chr1,155760000,155760500,29.7
chr1,155760500,155761000,28.7
chr1,155761000,155761500,31
chr1,155761500,155762000,27.7
chr1,155762000,155762500,31.2
chr1,155762500,155763000,29
chr1,155763000,155763500,30.5
chr1,155763500,155764000,29.5
chr1,155764000,155764500,27.5
chr1,155764500,155765000,30.8
chr1,155765000,155765500,29.4
chr1,155765500,155766000,30.5
chr1,155766000,155766500,29.4
chr1,155766500,155767000,27.6
chr1,155767000,155767500,29.5
chr1,155767500,155768000,28.7
chr1,155768000,155768500,30.8
chr1,155768500,155769000,32.8
chr1,155769000,155769500,28.1
chr1,155769500,155770000,27.9
chr1,155770000,155770500,31
chr1,155770500,155771000,29.9
chr1,155771000,155771500,32.9
chr1,155771500,155772000,29.1
chr1,155772000,155772500,27.7
chr1,155772500,155773000,32
chr1,155773000,155773500,27.5
chr1,155773500,155774000,28.1
chr1,155774000,155774500,32.7
chr1,155774500,155775000,28.1
chr1,155775000,155775500,29.5
chr1,155775500,155776000,32.3
chr1,155776000,155776500,31.4
chr1,155776500,155777000,27.4
chr1,155777000,155777500,31.9
chr1,155777500,155778000,27.4
chr1,155778000,155778500,27.7
chr1,155778500,155779000,30.7
chr1,155779000,155779500,31.2
chr1,155779500,155780000,29.3
chr1,155780000,155780500,29.6
chr1,155780500,155781000,28.2
chr1,155781000,155781500,33
chr1,155781500,155782000,28
chr1,155782000,155782500,31.8
chr1,155782500,155783000,31.1
chr1,155783000,155783500,32.2
chr1,155783500,155784000,29.2
chr1,155784000,155784500,29.9
chr1,155784500,155785000,27
chr1,155785000,155785500,31.4
chr1,155785500,155786000,28.4
chr1,155786000,155786500,31.7
chr1,155786500,155787000,27.2
chr1,155787000,155787500,31.2
chr1,155787500,155788000,31
chr1,155788000,155788500,32.1
chr1,155788500,155789000,29.4
chr1,155789000,155789500,29.9
chr1,155789500,155790000,30.5
chr1,155790000,155790500,32
chr1,155790500,155791000,32.3
chr1,155791000,155791500,31.3
chr1,155791500,155792000,31.5
chr1,155792000,155792500,29.2
chr1,155792500,155793000,29.9
chr1,155793000,155793500,31.2
chr1,155793500,155794000,27.1
chr1,155794000,155794500,27.8
chr1,155794500,155795000,31.2
chr1,155795000,155795500,31.6
chr1,155795500,155796000,30.7
chr1,155796000,155796500,31.1
chr1,155796500,155797000,31
chr1,155797000,155797500,30
chr1,155797500,155798000,29.8
chr1,155798000,155798500,29.1
chr1,155798500,155799000,32.4
chr1,155799000,155799500,31.7
chr1,155799500,155800000,31.6
chr1,155800000,155800500,31.7
chr1,155800500,155801000,28.8
chr1,155801000,155801500,31.7
chr1,155801500,155802000,31.5
chr1,155802000,155802500,31.9
chr1,155802500,155803000,29.6
chr1,155803000,155803500,28.5
chr1,155803500,155804000,28.3
chr1,155804000,155804500,32.4
chr1,155804500,155805000,28.2
chr1,155805000,155805500,33
chr1,155805500,155806000,30.4
chr1,155806000,155806500,31.5
chr1,155806500,155807000,27.1
chr1,155807000,155807500,30.9
chr1,155807500,155808000,31.9
chr1,155808000,155808500,29.2
chr1,155808500,155809000,32.2
chr1,155809000,155809500,27.4
chr1,155809500,155810000,28.8
chr1,155810000,155810500,32.7
chr1,155810500,155811000,31.4
chr1,155811000,155811500,29.1
chr1,155811500,155812000,31.6
chr1,155812000,155812500,29.9
chr1,155812500,155813000,28.6
chr1,155813000,155813500,27.1
chr1,155813500,155814000,28.9
chr1,155814000,155814500,27.6
chr1,155814500,155815000,29.7
chr1,155815000,155815500,28.6
chr1,155815500,155816000,28.5
chr1,155816000,155816500,31.3
chr1,155816500,155817000,31.9
chr1,155817000,155817500,31.9
chr1,155817500,155818000,31.7
chr1,155818000,155818500,27.7
chr1,155818500,155819000,30.1
chr1,155819000,155819500,32.9
chr1,155819500,155820000,29
chr1,155820000,155820500,29.8
chr1,155820500,155821000,27.4
chr1,155821000,155821500,31.1
chr1,155821500,155822000,30.9
chr1,155822000,155822500,30.6
chr1,155822500,155823000,29.1
chr1,155823000,155823500,32
chr1,155823500,155824000,32.4
chr1,155824000,155824500,33
chr1,155824500,155825000,31.9
chr1,155825000,155825500,31.2
chr1,155825500,155826000,31.3
chr1,155826000,155826500,30.2
chr1,155826500,155827000,29.5
chr1,155827000,155827500,30.4
chr1,155827500,155828000,29.7
chr1,155828000,155828500,30.7
chr1,155828500,155829000,28.6
chr1,155829000,155829500,30.3
chr1,155829500,155830000,31
chr1,155830000,155830500,30.4
chr1,155830500,155831000,29.4
chr1,155831000,155831500,28.7
chr1,155831500,155832000,32.2
chr1,155832000,155832500,29.3
chr1,155832500,155833000,32.4
chr1,155833000,155833500,31.8
chr1,155833500,155834000,31.8
chr1,155834000,155834500,31.3
chr1,155834500,155835000,29
chr1,155835000,155835500,27
chr1,155835500,155836000,27.1
chr1,155836000,155836500,28.1
chr1,155836500,155837000,28.7
chr1,155837000,155837500,28.7
chr1,155837500,155838000,31.2
chr1,155838000,155838500,29
chr1,155838500,155839000,27.8
chr1,155839000,155839500,31.5
chr1,155839500,155840000,30.6
chr1,155840000,155840500,29.8
chr1,155840500,155841000,28.5
chr1,155841000,155841500,29.2
chr1,155841500,155842000,32.5
chr1,155842000,155842500,28.6
chr1,155842500,155843000,30.7
chr1,155843000,155843500,30.2
chr1,155843500,155844000,29
chr1,155844000,155844500,31.8
chr1,155844500,155845000,29.3
chr1,155845000,155845500,32.9
chr1,155845500,155846000,27
chr1,155846000,155846500,31.6
chr1,155846500,155847000,29.1
chr1,155847000,155847500,30.9
chr1,155847500,155848000,27.5
chr1,155848000,155848500,30.8
chr1,155848500,155849000,29.3
chr1,155849000,155849500,28.6
chr1,155849500,155850000,28.3
chr1,155850000,155850500,28
chr1,155850500,155851000,31.6
chr1,155851000,155851500,28.7
chr1,155851500,155852000,30.4
chr1,155852000,155852500,32.7
chr1,155852500,155853000,29
chr1,155853000,155853500,32.7
chr1,155853500,155854000,29.1
chr1,155854000,155854500,29.3
chr1,155854500,155855000,31
chr1,155855000,155855500,28.3
chr1,155855500,155856000,31.9
chr1,155856000,155856500,29.6
chr1,155856500,155857000,27.7
chr1,155857000,155857500,28
chr1,155857500,155858000,27.8
chr1,155858000,155858500,29.3
chr1,155858500,155859000,32.2
chr1,155859000,155859500,28.3
chr1,155859500,155860000,29.7
chr1,155860000,155860500,32.3
chr1,155860500,155861000,28.9
chr1,155861000,155861500,27.6
chr1,155861500,155862000,27
chr1,155862000,155862500,32.5
chr1,155862500,155863000,28.8
chr1,155863000,155863500,32.9
chr1,155863500,155864000,32.2
chr1,155864000,155864500,28.9
chr1,155864500,155865000,31.8
chr1,155865000,155865500,28
chr1,155865500,155866000,31.4
chr1,155866000,155866500,29.6
chr1,155866500,155867000,29.2
chr1,155867000,155867500,28.9
chr1,155867500,155868000,31.5
chr1,155868000,155868500,27.8
chr1,155868500,155869000,27.6
chr1,155869000,155869500,28.5
chr1,155869500,155870000,27.3
chr1,155870000,155870500,27.8
chr1,155870500,155871000,32
chr1,155871000,155871500,31.5
chr1,155871500,155872000,29.5
chr1,155872000,155872500,29.2
chr1,155872500,155873000,27.7
chr1,155873000,155873500,32.3
chr1,155873500,155874000,29.3
chr1,155874000,155874500,27.8
chr1,155874500,155875000,31
chr1,155875000,155875500,27.7
chr1,155875500,155876000,32.2
chr1,155876000,155876500,28.9
chr1,155876500,155877000,28.5
chr1,155877000,155877500,31.6
chr1,155877500,155878000,29.2
chr1,155878000,155878500,27.3
chr1,155878500,155879000,31.5
chr1,155879000,155879500,32.4
chr1,155879500,155880000,27.2
chr1,155880000,155880500,30.5
chr1,155880500,155881000,28.6
chr1,155881000,155881500,30.3
chr1,155881500,155882000,29.3
chr1,155882000,155882500,32.4
chr1,155882500,155883000,29.8
chr1,155883000,155883500,30.5
chr1,155883500,155884000,27.1
chr1,155884000,155884500,29.7
chr1,155884500,155885000,32.2
chr1,155885000,155885500,32.7
chr1,155885500,155886000,27.5
chr1,155886000,155886500,28
chr1,155886500,155887000,27.9
chr1,155887000,155887500,27.8
chr1,155887500,155888000,27.8
chr1,155888000,155888500,28.7
chr1,155888500,155889000,32.8
chr1,155889000,155889500,31.2
chr1,155889500,155890000,27.2
chr1,155890000,155890500,28
chr1,155890500,155891000,31.2
chr1,155891000,155891500,30.9
chr1,155891500,155892000,32.4
chr1,155892000,155892500,31.6
chr1,155892500,155893000,27.1
chr1,155893000,155893500,31.9
chr1,155893500,155894000,32.9
chr1,155894000,155894500,29.5
chr1,155894500,155895000,31.6
chr1,155895000,155895500,31.3
chr1,155895500,155896000,32.7
chr1,155896000,155896500,31
chr1,155896500,155897000,27.7
chr1,155897000,155897500,28.8
chr1,155897500,155898000,28.7
chr1,155898000,155898500,32.2
chr1,155898500,155899000,29.6
chr1,155899000,155899500,28
chr1,155899500,155900000,33
chr1,155900000,155900500,30.8
chr1,155900500,155901000,29.8
chr1,155901000,155901500,28.9
chr1,155901500,155902000,29.8
chr1,155902000,155902500,31.9
chr1,155902500,155903000,30.9
chr1,155903000,155903500,30.9
chr1,155903500,155904000,31
chr1,155904000,155904500,31
chr1,155904500,155905000,27.6
chr1,155905000,155905500,28.6
chr1,155905500,155906000,27.7
chr1,155906000,155906500,32
chr1,155906500,155907000,32.8
chr1,155907000,155907500,31.5
chr1,155907500,155908000,32.7
chr1,155908000,155908500,29.1
chr1,155908500,155909000,29.7
chr1,155909000,155909500,29
chr1,155909500,155910000,27.1
chr1,155910000,155910500,32.6
chr1,155910500,155911000,31.7
chr1,155911000,155911500,27.4
chr1,155911500,155912000,31.2
chr1,155912000,155912500,28
chr1,155912500,155913000,30.6
chr1,155913000,155913500,32.8
chr1,155913500,155914000,32.6
chr1,155914000,155914500,29.9
chr1,155914500,155915000,27.8
chr1,155915000,155915500,29.7
chr1,155915500,155916000,28.7
chr1,155916000,155916500,27.4
chr1,155916500,155917000,31.5
chr1,155917000,155917500,28.2
chr1,155917500,155918000,28.4
chr1,155918000,155918500,27.9
chr1,155918500,155919000,31.7
chr1,155919000,155919500,31.9
chr1,155919500,155920000,27.7
chr1,155920000,155920500,30.9
chr1,155920500,155921000,27.3
chr1,155921000,155921500,32.2
chr1,155921500,155922000,29.2
chr1,155922000,155922500,29.7
chr1,155922500,155923000,32.8
chr1,155923000,155923500,31.8
chr1,155923500,155924000,27.8
chr1,155924000,155924500,31.3
chr1,155924500,155925000,29.8
chr1,155925000,155925500,29.9
chr1,155925500,155926000,32
chr1,155926000,155926500,28.1
chr1,155926500,155927000,27.7
chr1,155927000,155927500,28.6
chr1,155927500,155928000,32.7
chr1,155928000,155928500,29
chr1,155928500,155929000,27.1
chr1,155929000,155929500,27.8
chr1,155929500,155930000,30.7
chr1,155930000,155930500,31.4
chr1,155930500,155931000,29.1
chr1,155931000,155931500,27.6
chr1,155931500,155932000,27
chr1,155932000,155932500,32.5
chr1,155932500,155933000,32
chr1,155933000,155933500,30.2
chr1,155933500,155934000,27
chr1,155934000,155934500,29.6
chr1,155934500,155935000,29.1
chr1,155935000,155935500,27.2
chr1,155935500,155936000,32.2
chr1,155936000,155936500,27.2
chr1,155936500,155937000,30
chr1,155937000,155937500,29.4
chr1,155937500,155938000,29.2
chr1,155938000,155938500,27.9
chr1,155938500,155939000,29.4
chr1,155939000,155939500,31.4
chr1,155939500,155940000,32
chr1,155940000,155940500,30.9
chr1,155940500,155941000,32.6
chr1,155941000,155941500,28.2
chr1,155941500,155942000,31
chr1,155942000,155942500,31.4
chr1,155942500,155943000,30.3
chr1,155943000,155943500,32.7
chr1,155943500,155944000,30.2
chr1,155944000,155944500,32.6
chr1,155944500,155945000,28.8
chr1,155945000,155945500,32.8
chr1,155945500,155946000,32
chr1,155946000,155946500,32.8
chr1,155946500,155947000,27.6
chr1,155947000,155947500,28.5
chr1,155947500,155948000,30
chr1,155948000,155948500,29.3
chr1,155948500,155949000,29.3
chr1,155949000,155949500,30
chr1,155949500,155950000,31.2
chr1,155950000,155950500,28.7
chr1,155950500,155951000,27.7
chr1,155951000,155951500,31.9
chr1,155951500,155952000,28.9
chr1,155952000,155952500,32.8
chr1,155952500,155953000,30.7
chr1,155953000,155953500,27.9
chr1,155953500,155954000,31.3
chr1,155954000,155954500,31.2
chr1,155954500,155955000,28.7
chr1,155955000,155955500,32.6
chr1,155955500,155956000,30.2
chr1,155956000,155956500,28.7
chr1,155956500,155957000,32.7
chr1,155957000,155957500,29.1
chr1,155957500,155958000,27.2
chr1,155958000,155958500,31.1
chr1,155958500,155959000,31.7
chr1,155959000,155959500,30.4
chr1,155959500,155960000,27.9
chr1,155960000,155960500,27.7
chr1,155960500,155961000,28.8
chr1,155961000,155961500,31.3
chr1,155961500,155962000,27.2
chr1,155962000,155962500,29.7
chr1,155962500,155963000,32.3
chr1,155963000,155963500,27.8
chr1,155963500,155964000,32.2
chr1,155964000,155964500,30.7
chr1,155964500,155965000,27.1
chr1,155965000,155965500,31.4
chr1,155965500,155966000,32.6
chr1,155966000,155966500,30.4
chr1,155966500,155967000,31
chr1,155967000,155967500,29.2
chr1,155967500,155968000,27.3
chr1,155968000,155968500,32.7
chr1,155968500,155969000,29.9
chr1,155969000,155969500,29.2
chr1,155969500,155970000,27.7
chr1,155970000,155970500,28.5
chr1,155970500,155971000,31.1
chr1,155971000,155971500,30.3
chr1,155971500,155972000,30.4
chr1,155972000,155972500,32.3
chr1,155972500,155973000,32.2
chr1,155973000,155973500,27.3
chr1,155973500,155974000,32.9
chr1,155974000,155974500,31.4
chr1,155974500,155975000,27.2
chr1,155975000,155975500,29.2
chr1,155975500,155976000,27.2
chr1,155976000,155976500,29.9
chr1,155976500,155977000,31.3
chr1,155977000,155977500,30.7
chr1,155977500,155978000,28
chr1,155978000,155978500,30.2
chr1,155978500,155979000,29.1
chr1,155979000,155979500,27.4
chr1,155979500,155980000,28
chr1,155980000,155980500,29.9
chr1,155980500,155981000,32.3
chr1,155981000,155981500,28.4
chr1,155981500,155982000,30.8
chr1,155982000,155982500,28.7
chr1,155982500,155983000,31.4
chr1,155983000,155983500,32
chr1,155983500,155984000,29.8
chr1,155984000,155984500,30.3
chr1,155984500,155985000,30.3
